# 	r			Protein
0.000000000000000000e+00 1.535907200000147801e+06
1.052220865598092914e+01 1.094155387999555469e+07
1.753701442663488308e+01 3.097631925998136774e+07
2.455182019728883347e+01 6.454237881997821480e+07
3.156662596794278741e+01 1.137109101591178626e+08
3.858143173859674135e+01 1.789762268497875929e+08
4.559623750925069174e+01 2.570736398589395881e+08
5.261104327990464924e+01 3.429671987587865591e+08
5.962584905055859963e+01 4.298255183117227554e+08
6.664065482121255002e+01 5.161054835834330320e+08
7.365546059186651462e+01 5.999911681377247572e+08
8.067026636252046501e+01 6.788275272070444822e+08
8.768507213317441540e+01 7.547786135873466730e+08
9.469987790382836579e+01 8.331958836094623804e+08
1.017146836744823304e+02 9.147236748120596409e+08
1.087294894451362808e+02 9.864371586414741278e+08
1.157442952157902312e+02 1.036922777786651134e+09
1.227591009864441816e+02 1.063756729375432014e+09
1.297739067570981319e+02 1.069733298727464437e+09
1.367887125277520681e+02 1.057052154744691133e+09
1.438035182984060327e+02 1.030795020817619920e+09
1.508183240690599689e+02 9.963294289078605175e+08
1.578331298397139335e+02 9.607077615880482197e+08
1.648479356103678981e+02 9.278307300287467241e+08
1.718627413810218343e+02 8.965432855394468307e+08
1.788775471516757989e+02 8.693776076314471960e+08
1.858923529223297351e+02 8.462958502138580084e+08
1.929071586929836997e+02 8.315068240284205675e+08
1.999219644636376643e+02 8.219454659754266739e+08
2.069367702342916004e+02 8.142032638328688145e+08
2.139515760049455650e+02 8.066968328402868509e+08
2.209663817755995012e+02 7.948510666970748901e+08
2.279811875462534658e+02 7.709729261616014242e+08
2.349959933169074304e+02 7.311467080323816538e+08
2.420107990875613666e+02 6.767966996991637945e+08
2.490256048582153312e+02 6.109704293042432070e+08
2.560404106288692674e+02 5.396458973455129862e+08
2.630552163995232604e+02 4.681530638030506968e+08
2.700700221701771966e+02 3.978056774115335941e+08
2.770848279408311896e+02 3.320146103596485853e+08
2.840996337114851258e+02 2.701561732889647484e+08
2.911144394821390620e+02 2.145658272589471042e+08
2.981292452527929981e+02 1.660767296695076823e+08
3.051440510234469912e+02 1.254149586193379015e+08
3.121588567941009273e+02 9.184276293975001574e+07
3.191736625647548635e+02 6.537971597011254728e+07
3.261884683354088565e+02 4.525329146002512425e+07
3.332032741060627927e+02 3.071096024997694045e+07
3.402180798767167289e+02 2.058674629997486994e+07
3.472328856473707219e+02 1.345787813998655416e+07
3.542476914180246581e+02 8.603511969998937100e+06
3.612624971886785943e+02 5.319056390001431108e+06
3.682773029593325305e+02 3.210063090001111850e+06
3.752921087299865235e+02 1.835803710000210442e+06
3.823069145006404597e+02 1.075397799999890849e+06
3.893217202712943958e+02 5.982489199999801349e+05
3.963365260419483889e+02 2.986240000000033760e+05
4.033513318126023250e+02 1.556263100000001141e+05
4.103661375832562612e+02 8.644010000000007858e+04
4.173809433539102542e+02 4.018728000000002066e+04
4.243957491245641904e+02 1.746970000000001892e+04
4.314105548952181266e+02 7.498659999999998035e+03
4.384253606658720628e+02 5.639939999999998690e+03
4.454401664365260558e+02 6.073999999999998181e+03
4.524549722071799920e+02 2.594959999999999582e+03
4.594697779778339282e+02 3.364909999999998945e+03
4.664845837484879212e+02 6.108999999999999773e+02
4.734993895191418574e+02 2.653199999999999932e+02
4.805141952897957935e+02 7.970000000000000000e+02
4.875290010604497297e+02 0.000000000000000000e+00
4.945438068311037227e+02 0.000000000000000000e+00
5.015586126017576589e+02 0.000000000000000000e+00
5.085734183724115951e+02 0.000000000000000000e+00
5.155882241430655313e+02 0.000000000000000000e+00
5.226030299137195243e+02 0.000000000000000000e+00
5.296178356843735173e+02 0.000000000000000000e+00
5.366326414550273967e+02 0.000000000000000000e+00
5.436474472256813897e+02 0.000000000000000000e+00
5.506622529963353827e+02 0.000000000000000000e+00
5.576770587669892620e+02 0.000000000000000000e+00
5.646918645376432551e+02 0.000000000000000000e+00
5.717066703082972481e+02 0.000000000000000000e+00
5.787214760789511274e+02 0.000000000000000000e+00
5.857362818496051204e+02 0.000000000000000000e+00
5.927510876202589998e+02 0.000000000000000000e+00
5.997658933909129928e+02 0.000000000000000000e+00
6.067806991615669858e+02 0.000000000000000000e+00
6.137955049322208652e+02 0.000000000000000000e+00
6.208103107028748582e+02 0.000000000000000000e+00
6.278251164735288512e+02 0.000000000000000000e+00
6.348399222441827305e+02 0.000000000000000000e+00
6.418547280148367236e+02 0.000000000000000000e+00
6.488695337854907166e+02 0.000000000000000000e+00
6.558843395561445959e+02 0.000000000000000000e+00
6.628991453267985889e+02 0.000000000000000000e+00
6.699139510974525820e+02 0.000000000000000000e+00
6.769287568681064613e+02 0.000000000000000000e+00
6.839435626387604543e+02 0.000000000000000000e+00
6.909583684094144473e+02 0.000000000000000000e+00
7.014805770653953232e+02 0.000000000000000000e+00
