# 	r			Protein
-2.500000000000000000e+03 3.196956283998028934e+07
-2.425000000000000000e+03 8.249578958975814283e+07
-2.375000000000000000e+03 1.596027287291700840e+08
-2.325000000000000000e+03 2.329144230696685314e+08
-2.275000000000000000e+03 2.344638056597945094e+08
-2.225000000000000000e+03 2.135530012995452583e+08
-2.175000000000000000e+03 1.945739107294721007e+08
-2.125000000000000000e+03 1.550121675391865671e+08
-2.075000000000000000e+03 1.134710191392810196e+08
-2.025000000000000000e+03 7.380782849988538027e+07
-1.975000000000000000e+03 4.353131880997969210e+07
-1.925000000000000000e+03 1.958886911998434365e+07
-1.875000000000000000e+03 9.208491559998413548e+06
-1.825000000000000000e+03 7.056525900000309572e+06
-1.775000000000000000e+03 5.394312750001041219e+06
-1.725000000000000000e+03 3.121865600000933744e+06
-1.675000000000000000e+03 1.415579230000070529e+06
-1.625000000000000000e+03 8.803038799999261973e+05
-1.575000000000000000e+03 7.584903299999575829e+05
-1.525000000000000000e+03 6.705524899999641348e+05
-1.475000000000000000e+03 5.590683299999890151e+05
-1.425000000000000000e+03 9.901987599999052472e+05
-1.375000000000000000e+03 4.361526810001485050e+06
-1.325000000000000000e+03 1.028180450999651849e+07
-1.275000000000000000e+03 1.391551064998995699e+07
-1.225000000000000000e+03 3.063442230998085067e+07
-1.175000000000000000e+03 6.110552948997682333e+07
-1.125000000000000000e+03 7.629279994983875751e+07
-1.075000000000000000e+03 8.517869133971244097e+07
-1.025000000000000000e+03 8.750680035966639221e+07
-9.750000000000000000e+02 7.500306644987584651e+07
-9.250000000000000000e+02 8.171172357976892591e+07
-8.750000000000000000e+02 1.014360209794580489e+08
-8.250000000000000000e+02 1.041157634894211143e+08
-7.750000000000000000e+02 8.593707005968952179e+07
-7.250000000000000000e+02 7.100861251991899312e+07
-6.750000000000000000e+02 7.574086629985484481e+07
-6.250000000000000000e+02 6.091272083998116851e+07
-5.750000000000000000e+02 3.299575689998219535e+07
-5.250000000000000000e+02 1.998634281998485327e+07
-4.750000000000000000e+02 1.325010521999147534e+07
-4.250000000000000000e+02 1.131676085999456421e+07
-3.750000000000000000e+02 1.824241365998523310e+07
-3.250000000000000000e+02 2.621175703998479992e+07
-2.750000000000000000e+02 3.681791844998468459e+07
-2.250000000000000000e+02 3.333533099998289719e+07
-1.750000000000000000e+02 2.481439007998310402e+07
-1.250000000000000000e+02 8.602260398975923657e+07
-7.500000000000000000e+01 3.578737252913763523e+08
-2.500000000000000000e+01 6.838489572451395988e+08
2.500000000000000000e+01 6.741548592827588320e+08
7.500000000000000000e+01 3.659490189816514254e+08
1.250000000000000000e+02 9.150558515967980027e+07
1.750000000000000000e+02 1.766708969998388365e+07
2.250000000000000000e+02 1.444288704998877086e+07
2.750000000000000000e+02 1.862869734998556972e+07
3.250000000000000000e+02 1.581823257998669706e+07
3.750000000000000000e+02 9.680750199997467920e+06
4.250000000000000000e+02 4.909254970001227222e+06
4.750000000000000000e+02 3.073109120000922121e+06
5.250000000000000000e+02 2.189566800000413787e+06
5.750000000000000000e+02 2.421329880000527017e+06
6.250000000000000000e+02 2.458605230000580195e+06
6.750000000000000000e+02 2.515438470000648405e+06
7.250000000000000000e+02 2.241247670000469312e+06
7.750000000000000000e+02 2.496276700000640936e+06
8.250000000000000000e+02 2.418427240000533871e+06
8.750000000000000000e+02 2.076545220000349451e+06
9.250000000000000000e+02 2.110072980000383221e+06
9.750000000000000000e+02 1.876939110000265297e+06
1.025000000000000000e+03 2.216900830000432208e+06
1.075000000000000000e+03 2.221685230000463314e+06
1.125000000000000000e+03 2.164246850000409875e+06
1.175000000000000000e+03 4.200339000001517124e+06
1.225000000000000000e+03 9.305764349998433143e+06
1.275000000000000000e+03 1.271408244999221899e+07
1.325000000000000000e+03 8.526467139999574050e+06
1.375000000000000000e+03 4.383207130001360551e+06
1.425000000000000000e+03 3.345894170001103543e+06
1.475000000000000000e+03 4.012698720001356676e+06
1.525000000000000000e+03 4.839739380001326092e+06
1.575000000000000000e+03 6.545345920000622980e+06
1.625000000000000000e+03 7.081134040000387467e+06
1.675000000000000000e+03 6.018034930000726134e+06
1.725000000000000000e+03 5.506777430000848137e+06
1.775000000000000000e+03 5.636931140000843443e+06
1.825000000000000000e+03 4.525010480001403019e+06
1.875000000000000000e+03 3.850953490001308266e+06
1.925000000000000000e+03 4.369268040001445450e+06
1.975000000000000000e+03 4.027279730001418851e+06
2.025000000000000000e+03 3.199397100000866689e+06
2.075000000000000000e+03 4.301011270001481287e+06
2.125000000000000000e+03 1.126021448999458924e+07
2.175000000000000000e+03 1.367452870999103971e+07
2.225000000000000000e+03 1.151970299999433383e+07
2.275000000000000000e+03 8.893598869999347255e+06
2.325000000000000000e+03 7.736503360000140034e+06
2.375000000000000000e+03 9.581007749997852370e+06
2.425000000000000000e+03 9.137285869998944923e+06
2.500000000000000000e+03 1.247124944999256358e+07
