# 	r			Protein
-2.500000000000000000e+03 4.863256588725653291e+08
-2.425000000000000000e+03 4.898930180626158714e+08
-2.375000000000000000e+03 4.949872480027663708e+08
-2.325000000000000000e+03 4.936876471427688599e+08
-2.275000000000000000e+03 4.952068473828072548e+08
-2.225000000000000000e+03 4.953071492025928497e+08
-2.175000000000000000e+03 4.996411209426650405e+08
-2.125000000000000000e+03 4.928804133827885389e+08
-2.075000000000000000e+03 4.871869645925834775e+08
-2.025000000000000000e+03 4.815611587524272203e+08
-1.975000000000000000e+03 4.842993999425438046e+08
-1.925000000000000000e+03 4.847606989924506545e+08
-1.875000000000000000e+03 4.882887606324727535e+08
-1.825000000000000000e+03 4.866000777424193621e+08
-1.775000000000000000e+03 4.863697240225715637e+08
-1.725000000000000000e+03 4.845562887124999762e+08
-1.675000000000000000e+03 4.882136855126400590e+08
-1.625000000000000000e+03 4.927701969326170683e+08
-1.575000000000000000e+03 4.905251412226578593e+08
-1.525000000000000000e+03 4.917955102126816511e+08
-1.475000000000000000e+03 4.973655819928518534e+08
-1.425000000000000000e+03 4.984214754628007412e+08
-1.375000000000000000e+03 4.916813871726750135e+08
-1.325000000000000000e+03 5.001091119028247595e+08
-1.275000000000000000e+03 5.033735914429131746e+08
-1.225000000000000000e+03 5.069412579730030298e+08
-1.175000000000000000e+03 5.091812947430473566e+08
-1.125000000000000000e+03 5.052707638230346441e+08
-1.075000000000000000e+03 5.109944320431629419e+08
-1.025000000000000000e+03 5.088387793031257987e+08
-9.750000000000000000e+02 5.104470884031745791e+08
-9.250000000000000000e+02 5.210740218933274150e+08
-8.750000000000000000e+02 5.164694960433209538e+08
-8.250000000000000000e+02 5.193531131733792424e+08
-7.750000000000000000e+02 5.250521127935664058e+08
-7.250000000000000000e+02 5.253429709434379339e+08
-6.750000000000000000e+02 5.205781996434137821e+08
-6.250000000000000000e+02 5.251472972935533524e+08
-5.750000000000000000e+02 5.299678364236431718e+08
-5.250000000000000000e+02 5.348909730138099790e+08
-4.750000000000000000e+02 5.353731697737857103e+08
-4.250000000000000000e+02 5.362359496737430692e+08
-3.750000000000000000e+02 5.401343866046937704e+08
-3.250000000000000000e+02 5.415801571550182104e+08
-2.750000000000000000e+02 5.425957277453423738e+08
-2.250000000000000000e+02 5.387847105743920803e+08
-1.750000000000000000e+02 5.406872353647707701e+08
-1.250000000000000000e+02 5.427449653453643322e+08
-7.500000000000000000e+01 5.388323378143345118e+08
-2.500000000000000000e+01 5.434217667554644346e+08
2.500000000000000000e+01 5.428763683454419374e+08
7.500000000000000000e+01 5.376019653339411020e+08
1.250000000000000000e+02 5.368926074738383293e+08
1.750000000000000000e+02 5.355546495937941670e+08
2.250000000000000000e+02 5.340644350337027311e+08
2.750000000000000000e+02 5.340918727336975932e+08
3.250000000000000000e+02 5.306114174137024879e+08
3.750000000000000000e+02 5.375944145440793037e+08
4.250000000000000000e+02 5.389415793143289089e+08
4.750000000000000000e+02 5.350614384737622738e+08
5.250000000000000000e+02 5.377480138239969015e+08
5.750000000000000000e+02 5.351867514137802720e+08
6.250000000000000000e+02 5.366170958737897873e+08
6.750000000000000000e+02 5.288682375735927224e+08
7.250000000000000000e+02 5.239108674934583306e+08
7.750000000000000000e+02 5.179083458632704616e+08
8.250000000000000000e+02 5.202204515333570242e+08
8.750000000000000000e+02 5.183112031932278275e+08
9.250000000000000000e+02 5.137559103333287239e+08
9.750000000000000000e+02 5.143913097732248306e+08
1.025000000000000000e+03 5.085660115930568576e+08
1.075000000000000000e+03 5.027964870329667330e+08
1.125000000000000000e+03 5.034135719929597378e+08
1.175000000000000000e+03 5.005835535229145288e+08
1.225000000000000000e+03 5.004629084029801488e+08
1.275000000000000000e+03 4.940497902026963830e+08
1.325000000000000000e+03 4.914503725226681232e+08
1.375000000000000000e+03 4.936586240927165747e+08
1.425000000000000000e+03 4.921059879226708412e+08
1.475000000000000000e+03 4.913456142326114178e+08
1.525000000000000000e+03 4.870514713025693893e+08
1.575000000000000000e+03 4.859286114324803352e+08
1.625000000000000000e+03 4.901137087426155806e+08
1.675000000000000000e+03 4.883725870725321770e+08
1.725000000000000000e+03 4.891546046126471758e+08
1.775000000000000000e+03 4.895018501526803374e+08
1.825000000000000000e+03 4.940308551827663183e+08
1.875000000000000000e+03 4.941515278326539397e+08
1.925000000000000000e+03 4.964406718727602959e+08
1.975000000000000000e+03 4.897278782026335001e+08
2.025000000000000000e+03 4.911602269426414967e+08
2.075000000000000000e+03 4.925179988026771545e+08
2.125000000000000000e+03 4.898448057826198936e+08
2.175000000000000000e+03 4.981384194327678084e+08
2.225000000000000000e+03 4.956723984528062940e+08
2.275000000000000000e+03 4.956618689827154279e+08
2.325000000000000000e+03 4.883880484025769830e+08
2.375000000000000000e+03 4.861363667124783397e+08
2.425000000000000000e+03 4.884406944225342274e+08
2.500000000000000000e+03 4.863326467724785209e+08
